"x","nax","nmx","nqx","lx","ndx","nLx","Tx","ex"
0,0.0805292792792793,0.00619369369369369,0.00615862084066826,1,0.00615862084066826,0.994337328456985,80.9513915067553,80.9513915067553
1,0.5,0.000575373993095512,0.000575208513085994,0.993841379159332,0.000571666021949572,0.993555546148357,79.9570541782983,80.4525308112369
2,0.5,0.000196656833824975,0.000196637498771016,0.993269713137382,0.000195314071996339,0.993172056101384,78.96349863215,79.4985466563081
3,0.5,0.000326541274882445,0.000326487968983632,0.993074399065386,0.000324226843600499,0.992912285643585,77.9703265760486,78.5140837881119
4,0.5,0.000127347978414518,0.000127339870176998,0.992750172221785,0.000126416678048915,0.992686963882761,76.977414290405,77.5395627664599
5,0.5,0.000125195618215962,0.000125187781735099,0.992623755543736,0.000124264366054083,0.992561623360709,75.9847273265222,76.5493742237708
6,0.5,6.37348629063098e-05,6.37328319046577e-05,0.992499491177682,6.32548032366855e-05,0.992467863776064,74.9921657031615,75.5588958682257
7,0.5,6.31313130681818e-05,6.31293203497384e-05,0.992436236374446,6.26518250927711e-05,0.992404910461899,73.9996978393855,74.5636798891182
8,0.5,0.00018896447467876,0.000188946622579121,0.992373584549353,0.000187505637137336,0.992279831730784,73.0072929289236,73.5683557740777
9,0.5,0.000134030290912746,0.000134021309455199,0.992186078912216,0.000132974077519034,0.992119591873456,72.0150130971928,72.5821644022123
10,0.5,0.000196540880503145,0.000196521568242115,0.992053104834697,0.000194959831941573,0.991955624918726,71.0228935053193,71.5918262431664
11,0.5,0.000132459103318101,0.000132450331192049,0.991858145002755,0.000131371939801146,0.991792459032855,70.0309378804006,70.6058000665066
12,0.5,0,0,0.991726773062954,0,0.991726773062954,69.0391454213677,69.6150868329791
13,0.5,6.78610205618892e-05,6.78587180809577e-05,0.991726773062954,6.7297307506617e-05,0.991693124409201,68.0474186483048,68.6150868329791
14,0.5,0.000409165302782324,0.00040908161178155,0.991659475755447,0.000405669656680486,0.991456640927107,67.0557255238956,67.6197093491316
15,0.5,0.000270617684798052,0.000270581072786318,0.991253806098767,0.000268214518257725,0.991119698839638,66.0642688829685,66.6471780249447
16,0.5,0.000484898863881962,0.000484781328924148,0.990985591580509,0.000480411312031083,0.990745385924494,65.0731491841289,65.6650810435544
17,0.5,0.000282306443574,0.000282266600733903,0.990505180268478,0.000279586530243705,0.990365387003356,64.0824037982044,64.6966871802071
18,0.5,0.000817722271855486,0.000817388073639204,0.990225593738234,0.000809398590533933,0.989820894442967,63.092038411201,63.7148128771547
19,0.5,0.0013396968934941,0.00133880010032639,0.9894161951477,0.00132463050132829,0.988753879897036,62.102217516758,62.7665261811157
20,0.5,0.0008579004836219,0.000857532644786558,0.988091564646372,0.000847320772722492,0.987667904260011,61.113463636861,61.8500003678636
21,0.5,0.000751597143855693,0.000751314800826474,0.98724424387365,0.000741731212453014,0.986873378267423,60.125795732601,60.9026551491305
22,0.5,0.001117864878013,0.00111724041610227,0.986502512661197,0.00110216047773153,0.985951432422331,59.1389223543336,59.9480706793133
23,0.5,0.00113464447806354,0.00113400113400113,0.985400352183465,0.00111744511682117,0.984841629625055,58.1529709219112,59.0145627541689
24,0.5,0.000752445447705041,0.000752162467092892,0.984282907066644,0.000740340659696611,0.983912736736796,57.1681292922862,58.0809936674187
25,0.5,0.0012860984449316,0.00128527195180234,0.983542566406947,0.00126411967400654,0.982910506569944,56.1842165555494,57.1243365305481
26,0.5,0.000919793966151582,0.000919371150133309,0.982278446732941,0.000903078465324024,0.981826907500279,55.2013060489794,56.197207861558
27,0.5,0.0011979634621743,0.00119724633349293,0.981375368267617,0.00117494806143868,0.980787894236897,54.2194791414792,55.2484613886231
28,0.5,0.0011750154606679,0.00117432553533796,0.980200420206178,0.00115107438319712,0.97962488301458,53.2386912472423,54.3140873537311
29,0.5,0.0010752688172043,0.00107469102632993,0.979049345822981,0.00105217554629015,0.978523258049836,52.2590663642277,53.3773569097267
30,0.5,0.00131211135837755,0.0013112511046435,0.977997170276691,0.00128239986986353,0.977355970341759,51.2805431061778,52.4342448676715
31,0.5,0.00103823134243313,0.00103769265991146,0.976714770406827,0.00101352974807827,0.976208005532788,50.3031871358361,51.5024331155384
32,0.5,0.000768594064029798,0.000768298809077769,0.975701240658749,0.000749630101213818,0.975326425608142,49.3269791303033,50.5554129427979
33,0.5,0.000932835820895522,0.000932400932400933,0.974951610557535,0.000909045790729637,0.97449708766217,48.3516527046952,49.5939000265303
34,0.5,0.00143847260357003,0.00143743874544271,0.974042564766806,0.0014001265223062,0.973342501505652,47.377155617033,48.6397179453605
35,0.5,0.000768935024990388,0.000768639508070715,0.972642438244499,0.000747611405260953,0.972268632541869,46.4038131155273,47.7090154520509
36,0.5,0.00173197661831565,0.00173047804455981,0.971894826839238,0.00168184265946656,0.971053905509505,45.4315444829855,46.7453300793218
37,0.5,0.000880863245981061,0.000880475456746643,0.970212984179772,0.000854248720387208,0.969785859819578,44.460490577476,45.825495331897
38,0.5,0.00147004777662624,0.00146896805001831,0.969358735459385,0.00142395701139599,0.968646756953687,43.4907047176564,44.8654384870694
39,0.5,0.00151189623609453,0.00151075418431207,0.967934778447989,0.00146231151668148,0.967203622689648,42.5220579607027,43.9307057742916
40,0.5,0.00186762288951143,0.00186588050893764,0.966472466931307,0.001803322138472,0.965570805862071,41.554854338013,42.9964181700446
41,0.5,0.00150037509377344,0.00149925037481259,0.964669144792835,0.0014462805769008,0.963946004504385,40.589283532151,42.0758596366919
